ppg,art
32.814545,109.68515
34.78946,112.64755
37.159363,113.63498
39.52925,113.63498
43.084106,112.64755
46.638947,110.67264
50.983765,109.68515
54.933594,107.710236
58.093445,105.73532
61.253326,104.747894
64.41318,103.76041
66.38809,101.78549
66.78308,100.798065
67.17807,99.81058
67.17807,98.82315
65.598114,97.83566
63.6232,96.848236
61.648285,95.86075
59.67337,96.848236
57.303482,96.848236
55.328568,97.83566
53.353653,98.82315
51.773727,99.81058
50.193787,99.81058
49.00885,97.83566
47.8239,96.848236
46.638947,94.87332
45.05902,93.88583
43.47908,94.87332
42.294144,95.86075
40.714203,95.86075
39.134277,95.86075
37.949326,95.86075
36.764374,96.848236
35.97441,98.82315
35.18445,101.78549
34.78946,105.73532
33.999496,110.67264
33.999496,118.572296
33.999496,127.45938
33.999496,136.34653
33.999496,144.24612
34.394485,150.17087
34.78946,154.1207
35.18445,154.1207
34.78946,153.13327
34.394485,151.15836
33.999496,150.17087
33.209534,147.20853
32.41957,147.20853
32.024582,147.20853
30.83963,148.19595
30.049667,149.18344
29.259705,149.18344
28.469742,146.22104
28.074753,143.2587
27.28479,138.32138
26.889801,134.37161
26.494827,133.38412
26.099838,134.37161
26.099838,134.37161
26.099838,133.38412
26.099838,130.42178
26.099838,125.48447
26.494827,120.54721
26.494827,118.572296
26.494827,116.59738
26.494827,117.58481
26.889801,119.55972
26.889801,121.53464
26.889801,123.50955
27.28479,123.50955
27.28479,120.54721
27.28479,117.58481
27.67978,114.62247
27.67978,113.63498
28.074753,114.62247
28.074753,115.60989
28.469742,115.60989
28.864716,115.60989
29.654694,115.60989
31.23462,113.63498
33.209534,113.63498
35.18445,113.63498
37.949326,111.660065
41.504166,109.68515
45.05902,107.710236
48.61386,105.73532
52.95868,102.77298
56.90851,101.78549
60.858337,101.78549
64.01819,102.77298
65.9931,104.747894
67.96802,104.747894
69.54794,105.73532
69.54794,104.747894
69.152954,103.76041
68.757996,103.76041
67.96802,103.76041
66.38809,102.77298
65.203156,101.78549
63.6232,98.82315
62.833252,95.86075
61.253326,92.89841
60.06836,90.92349
58.488434,91.91092
57.303482,93.88583
55.723557,96.848236
54.538605,98.82315
52.95868,100.798065
51.773727,101.78549
50.193787,102.77298
48.61386,103.76041
47.033936,102.77298
45.453995,100.798065
44.26906,99.81058
43.084106,98.82315
41.899155,101.78549
41.10919,106.72281
40.31923,116.59738
39.52925,125.48447
39.134277,136.34653
38.73929,143.2587
38.344315,149.18344
38.73929,152.14578
38.344315,152.14578
38.344315,153.13327
38.344315,152.14578
37.554337,150.17087
37.159363,147.20853
36.764374,144.24612
36.3694,142.27121
35.579437,140.2963
34.78946,139.30887
33.999496,138.32138
33.209534,136.34653
32.41957,136.34653
31.629608,136.34653
30.83963,138.32138
30.444656,140.2963
29.654694,140.2963
29.654694,139.30887
29.259705,134.37161
28.864716,128.44687
28.864716,122.522125
28.864716,118.572296
28.469742,117.58481
28.469742,117.58481
28.074753,118.572296
28.074753,119.55972
27.67978,119.55972
27.67978,117.58481
28.074753,116.59738
27.67978,115.60989
27.28479,113.63498
27.28479,114.62247
27.28479,118.572296
27.28479,121.53464
27.28479,124.49704
27.67978,125.48447
27.67978,123.50955
28.864716,119.55972
30.049667,115.60989
31.23462,113.63498
32.814545,111.660065
35.579437,110.67264
38.73929,109.68515
41.899155,108.69772
45.848984,106.72281
50.193787,102.77298
54.538605,101.78549
58.093445,102.77298
61.253326,104.747894
64.41318,108.69772
66.78308,111.660065
67.17807,113.63498
67.17807,111.660065
67.57303,107.710236
65.9931,104.747894
64.01819,100.798065
62.833252,99.81058
60.46335,99.81058
58.488434,100.798065
56.11853,102.77298
54.143616,103.76041
52.95868,103.76041
51.37874,104.747894
50.193787,108.69772
49.00885,110.67264
47.8239,112.64755
46.638947,110.67264
44.664032,106.72281
43.47908,102.77298
41.899155,99.81058
40.31923,97.83566
39.134277,95.86075
37.554337,93.88583
36.3694,93.88583
35.18445,94.87332
34.78946,97.83566
34.394485,100.798065
33.604523,104.747894
33.999496,109.68515
33.604523,118.572296
33.604523,128.44687
33.999496,136.34653
33.999496,142.27121
34.394485,144.24612
33.999496,142.27121
33.999496,138.32138
33.999496,134.37161
33.604523,132.3967
32.814545,133.38412
32.41957,136.34653
31.23462,139.30887
30.83963,141.28378
30.049667,143.2587
29.654694,144.24612
28.864716,145.23361
28.469742,147.20853
27.67978,147.20853
27.28479,146.22104
26.889801,142.27121
26.494827,136.34653
26.099838,128.44687
26.099838,121.53464
26.099838,115.60989
26.099838,111.660065
26.099838,108.69772
26.099838,106.72281
26.099838,104.747894
26.099838,106.72281
26.494827,109.68515
26.494827,115.60989
26.889801,123.50955
26.889801,127.45938
27.28479,127.45938
27.67978,123.50955
28.074753,116.59738
28.469742,111.660065
28.469742,109.68515
29.259705,112.64755
29.654694,116.59738
30.444656,122.522125
31.23462,125.48447
32.814545,126.471954
34.394485,123.50955
35.97441,120.54721
38.73929,113.63498
41.504166,107.710236
44.26906,102.77298
47.8239,102.77298
51.37874,103.76041
54.933594,105.73532
57.69847,108.69772
58.883423,107.710236
60.858337,104.747894
62.438263,101.78549
62.043274,98.82315
61.253326,97.83566
60.858337,98.82315
59.27841,101.78549
56.90851,103.76041
54.933594,104.747894
53.353653,104.747894
51.37874,103.76041
49.403824,100.798065
48.218872,99.81058
46.638947,98.82315
45.453995,99.81058
44.26906,100.798065
42.689117,100.798065
41.899155,101.78549
40.714203,102.77298
39.52925,102.77298
38.344315,101.78549
37.159363,100.798065
36.764374,99.81058
35.579437,98.82315
35.18445,100.798065
34.394485,103.76041
34.394485,107.710236
34.78946,114.62247
34.78946,120.54721
35.18445,125.48447
35.18445,129.4343
35.97441,133.38412
35.97441,137.33395
35.97441,140.2963
35.97441,143.2587
35.97441,146.22104
35.18445,149.18344
35.18445,149.18344
33.999496,148.19595
33.604523,145.23361
32.814545,144.24612
32.41957,144.24612
31.629608,145.23361
31.23462,144.24612
30.444656,145.23361
29.654694,144.24612
29.259705,143.2587
28.864716,141.28378
28.864716,139.30887
28.469742,134.37161
28.469742,131.40921
28.469742,125.48447
28.469742,122.522125
28.074753,119.55972
28.469742,119.55972
28.469742,119.55972
28.469742,120.54721
28.469742,121.53464
28.469742,121.53464
28.864716,120.54721
28.864716,119.55972
28.864716,119.55972
28.864716,119.55972
29.259705,119.55972
29.259705,119.55972
29.654694,119.55972
30.049667,117.58481
30.049667,116.59738
30.83963,113.63498
31.629608,112.64755
32.814545,112.64755
34.394485,111.660065
35.97441,111.660065
38.344315,111.660065
41.10919,110.67264
43.084106,109.68515
46.638947,108.69772
49.798813,108.69772
53.748642,106.72281
56.51352,106.72281
58.883423,106.72281
61.253326,105.73532
63.22824,104.747894
63.22824,104.747894
63.22824,104.747894
63.22824,104.747894
62.043274,105.73532
60.06836,105.73532
58.488434,104.747894
56.90851,103.76041
55.328568,102.77298
52.95868,101.78549
51.37874,100.798065
50.193787,100.798065
48.61386,100.798065
47.42891,101.78549
46.243973,101.78549
44.664032,100.798065
43.87407,100.798065
42.689117,99.81058
41.10919,97.83566
39.92424,97.83566
38.344315,97.83566
37.949326,98.82315
37.159363,101.78549
36.3694,104.747894
35.97441,109.68515
35.97441,115.60989
35.97441,120.54721
35.97441,127.45938
35.97441,132.3967
36.3694,138.32138
36.764374,143.2587
36.764374,150.17087
36.764374,155.10818
36.764374,153.13327
36.3694,142.27121
35.97441,133.38412
35.579437,130.42178
34.78946,140.2963
33.999496,156.09561
33.209534,173.86984
